REPO_PATH: code_lists/medications/diabetes/insulin_dmd.csv
SITE_URL: https://exeter-diabetes.github.io/sde-sw-framework/code_lists/medications/diabetes/insulin_dmd.csv/
GITHUB_URL: https://github.com/Exeter-Diabetes/sde-sw-framework/blob/dev/code_lists/medications/diabetes/insulin_dmd.csv
FILE_NAME: insulin_dmd.csv

CONTENT_START
dmd_code,term,drug_substance
28279611000001109,Insulin degludec 100 unit/ml and liraglutide 3.6 mg/ml solution for injection 3 ml pre-filled disposable injection,Basal insulin
28279811000001108,Insulin degludec + Liraglutide (product),Basal insulin
282901000001107,Humulin M4 40/60 (prb) 100units/mL injection cartridge,Mix insulin
283801000001105,Hypurin Bovine Lente 100iu/mL injection vial,Basal insulin
285001000001102,Human isophane insulin 100units/mL injection vial - product,Intermediate insulin
285701000001100,Lentard MC (bovine+porcine) 100iu/mL injection vial,Basal insulin
2890201000001105,Human Mixtard 50 injection vial,Mix insulin
2890301000001101,Human Mixtard 50 vial 10mL,Mix insulin
28926711000001108,Insulin lispro 200units/ml solution for injection 3ml pre-filled disposable devices 5 pre-filled disposable injection (product),Bolus insulin
28926811000001100,Humalog KwikPen 200units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd),Bolus insulin
28926911000001105,Humalog KwikPen 200units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd) 5 pre-filled disposable injection,Bolus insulin
28989711000001106,Insulin lispro 200 unit/ml solution for injection 3 ml pre-filled disposable injection,Bolus insulin
2958501000001106,Neutral insulin 100iu/mL injection cartridge - product,Bolus insulin
2958601000001105,Hypurin Bovine Neutral 100iu/mL injection cartridge,Bolus insulin
2958701000001100,Hypurin Bovine Neutral 100iu/mL injection cartridge 1.5mL,Bolus insulin
2958801000001109,Isophane insulin 100iu/mL injection cartridge - product,Intermediate insulin
2958901000001103,Hypurin Bovine Isophane 100iu/mL injection cartridge,Intermediate insulin
2959001000001108,Hypurin Bovine Isophane 100iu/mL injection cartridge 1.5mL,Intermediate insulin
2959101000001109,Hypurin Porcine Neutral 100iu/mL injection cartridge,Bolus insulin
2959201000001102,Hypurin Porcine Neutral 100iu/mL injection cartridge 1.5mL,Bolus insulin
2959301000001106,Hypurin Porcine Isophane 100iu/mL injection cartridge,Intermediate insulin
2959401000001103,Hypurin Porcine Isophane 100iu/mL injection cartridge 1.5mL,Intermediate insulin
2959601000001100,Hypurin Bovine Isophane 100iu/mL injection 10mL,Intermediate insulin
2959701000001105,Hypurin Bovine Lente 100iu/mL injection 10mL,Basal insulin
2959901000001107,Hypurin Bovine Neutral 100iu/mL injection 10mL,Bolus insulin
2960101000001105,Hypurin Bovine Protamine Zinc 100iu/mL injection 10mL,Basal insulin
2960201000001103,Hypurin Porcine Neutral 100iu/mL injection vial,Bolus insulin
2960301000001107,Hypurin Porcine Neutral 100iu/mL injection 10mL,Bolus insulin
2960401000001104,Hypurin Porcine Isophane 100iu/mL injection vial,Intermediate insulin
2960501000001100,Hypurin Porcine Isophane 100iu/mL injection 10mL,Intermediate insulin
2960601000001101,Hypurin Porcine 30/70 Mix injection vial,Mix insulin
2960701000001106,Hypurin Porcine Biphasic Isophane 30/70 injection 10mL,Mix insulin
2960801000001102,Hypurin Porcine 30/70 Mix injection cartridge,Mix insulin
2960901000001108,Hypurin Porcine Biphasic Isophane 30/70 injection cartridge 1.5mL,Mix insulin
2961201000001105,Mixtard 10 (human) Penfill cartridge 3mL,Mix insulin
2961301000001101,Mixtard 20 (human) Penfill cartridge 3mL,Mix insulin
2961401000001109,Mixtard 30 (human) Penfill cartridge 3mL,Mix insulin
2961501000001108,Mixtard 40 (human) Penfill cartridge 3mL,Mix insulin
2961601000001107,Mixtard 50 (human) Penfill cartridge 3mL,Mix insulin
2961701000001102,Actrapid (human) Penfill 100iu/mL cartridge 3mL,Bolus insulin
2961801000001106,Insulatard (human) Penfill cartridge 3mL,Intermediate insulin
29866711000001107,Insulin glargine 300units/ml solution for injection 1.5ml pre-filled disposable devices 3 pre-filled disposable injection (product),Basal insulin
29866811000001104,Toujeo 300units/ml solution for injection 1.5ml pre-filled SoloStar pens (Sanofi),Basal insulin
29867011000001108,Toujeo 300units/ml solution for injection 1.5ml pre-filled SoloStar pens (Sanofi) 3 pre-filled disposable injection,Basal insulin
29903611000001103,Insulin glargine 300 unit/ml solution for injection 1.5 ml pre-filled disposable injection,Basal insulin
29960011000001101,Apidra 100units/ml solution for injection 3ml pre-filled SoloStar pens (Lexon (UK) Ltd),Bolus insulin
29960111000001100,Apidra 100units/ml solution for injection 3ml pre-filled SoloStar pens (Lexon (UK) Ltd) 5 pre-filled disposable injection,Bolus insulin
30171811000001105,Abasaglar KwikPen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd),Basal insulin
30172011000001107,Abasaglar KwikPen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd) 5 pre-filled disposable injection,Basal insulin
30172211000001102,Abasaglar 100units/ml solution for injection 3ml cartridges (Eli Lilly and Company Ltd) (product),Basal insulin
30172411000001103,Abasaglar 100units/ml solution for injection 3ml cartridges (Eli Lilly and Company Ltd) 5 cartridge (product),Basal insulin
30268411000001107,Apidra 100units/ml solution for injection 3ml pre-filled SoloStar pens (Waymade Healthcare Plc),Bolus insulin
30268511000001106,Apidra 100units/ml solution for injection 3ml pre-filled SoloStar pens (Waymade Healthcare Plc) 5 pre-filled disposable injection,Bolus insulin
30457511000001103,Insulin degludec 100units/ml / Liraglutide 3.6mg/ml solution for injection 3ml pre-filled disposable devices 3 pre-filled disposable injection (product),Basal insulin
30458611000001100,Xultophy 100units/ml / 3.6mg/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd) 3 pre-filled disposable injection,Basal insulin
3054701000001106,Humulin Lente 100iu/mL injection 10mL,Basal insulin
3054801000001102,Humulin M1 10/90 cartridges 1.5mL,Mix insulin
3054901000001108,Human Mixtard 50 Penfill 1.5mL,Mix insulin
307101000001101,Human Mixtard 30 ge 100units/mL injection vial,Mix insulin
30795311000001102,Insulin human 100units/ml solution for injection 10ml vials 3 vial (product),NA
30795411000001109,Insuman Infusat 100units/ml solution for injection 10ml vials (Sanofi) 3 vial 3 x 10ml vials (product),Bolus insulin
30992711000001100,Insulin soluble human 1 unit/ml solution for infusion 50 ml pre-filled disposable injection,NA
30992811000001108,Insulin soluble human 1unit/ml solution for injection 50ml pre-filled syringes 1 pre-filled disposable injection (product),NA
30992911000001103,Insulin soluble human 1unit/ml solution for injection 50ml pre-filled syringes 10 pre-filled disposable injection (product),NA
30993011000001106,Insulin soluble human 1unit/ml solution for injection 50ml pre-filled syringes (Special Order) (product),NA
30993111000001107,Insulin soluble human 1unit/ml solution for injection 50ml pre-filled syringes (Special Order) 1 pre-filled disposable injection (product),NA
30993211000001101,Insulin soluble human 1unit/ml solution for injection 50ml pre-filled syringes (Special Order) 10 pre-filled disposable injection (product),NA
3192001000001104,Lentard MC,Basal insulin
3200901000001104,Pork Mixtard 30,Mix insulin
3201001000001108,Pork Velosulin,Bolus insulin
3206701000001103,Semitard MC,Intermediate insulin
3218301000001100,Rapitard MC,Intermediate insulin
325013000,Short-acting insulin,Bolus insulin
325063005,Insulin soluble human 100units/ml solution for injection 3ml cartridges,NA
325064004,Insulin soluble human 100units/ml solution for injection 10ml vials,NA
325065003,Insulin lispro 100units/ml solution for injection 10ml vials,Bolus insulin
325067006,Insulin lispro 100units/ml solution for injection 3ml cartridges,Bolus insulin
325070005,Insulin lispro 100units/ml solution for injection 3ml pre-filled disposable devices,Bolus insulin
325076004,Insulin aspart 100units/ml solution for injection 10ml vials,Bolus insulin
325100008,Insulin zinc crystalline human 100units/ml suspension for injection 10ml vials,Basal insulin
325111000,Insulin isophane human 100units/ml suspension for injection 3ml cartridges,Intermediate insulin
325143000,Insulin protamine zinc bovine 100units/ml suspension for injection 10ml vials,Basal insulin
3255811000001106,Insulin isophane human 100units/ml suspension for injection 10ml vials 1 vial (product),Intermediate insulin
3255911000001101,Humulin Isophane 100units/ml suspension for injection 10ml vials (Eli Lilly & Co Ltd) (product),Intermediate insulin
3256011000001109,Humulin Isophane 100units/ml suspension for injection 10ml vials (Eli Lilly & Co Ltd) 1 vial (product),Intermediate insulin
3256111000001105,Insulatard ge 100units/ml suspension for injection 10ml vials (Novo Nordisk Pharmaceuticals Ltd) (product),Intermediate insulin
3256211000001104,Insulatard ge 100units/ml suspension for injection 10ml vials (Novo Nordisk Pharmaceuticals Ltd) 1 vial (product),Intermediate insulin
3258311000001106,Insulin isophane human 100units/ml suspension for injection 5ml vials 1 vial (product),Intermediate insulin
3258411000001104,Insuman Basal 100units/ml suspension for injection 5ml vials (Aventis Pharma) (product),Intermediate insulin
3258611000001101,Insuman Basal 100units/ml suspension for injection 5ml vials (Aventis Pharma) 1 vial (product),Intermediate insulin
3259211000001108,Insulin isophane human 100units/ml suspension for injection 1.5ml cartridges 5 cartridge (product),Intermediate insulin
3259411000001107,Human Insulatard Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Pharmaceuticals Ltd) (product),Intermediate insulin
3259511000001106,Insulin isophane biphasic human 25/75 100units/ml suspension for injection 3ml pre-filled disposable devices 5 pre-filled disposable injection (product),Mix insulin
3259611000001105,Human Insulatard Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Pharmaceuticals Ltd) 5 cartridge (product),Intermediate insulin
3259811000001109,Insuman Comb 25 100units/ml suspension for injection 3ml pre-filled OptiSet pens (Sanofi),Mix insulin
3260411000001106,Insulin isophane human 100units/ml suspension for injection 3ml pre-filled disposable devices 5 pre-filled disposable injection (product),Intermediate insulin
3260611000001109,Insuman Basal 100units/ml suspension for injection 3ml pre-filled OptiSet pens (Sanofi),Intermediate insulin
3260711000001100,Insuman Basal 100units/ml suspension for injection 3ml pre-filled OptiSet pens (Sanofi) 5 pre-filled disposable injection,Intermediate insulin
3260811000001108,Humulin I Pen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd),Intermediate insulin
3260911000001103,Humulin I Pen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd) 5 pre-filled disposable injection,Intermediate insulin
3261411000001102,Insulatard InnoLet 100units/ml suspension for injection 3ml pre-filled pens (Novo Nordisk Ltd),Intermediate insulin
3261511000001103,Insuman Comb 25 100units/ml suspension for injection 3ml pre-filled OptiSet pens (Sanofi) 5 pre-filled disposable injection,Mix insulin
3261611000001104,Insulatard InnoLet 100units/ml suspension for injection 3ml pre-filled pens (Novo Nordisk Ltd) 5 pre-filled disposable injection,Intermediate insulin
3262011000001103,Insulatard FlexPen 100units/ml suspension for injection (Novo Nordisk Pharmaceuticals Ltd) (product),Intermediate insulin
3262111000001102,Insulatard FlexPen 100units/ml suspension for injection (Novo Nordisk Pharmaceuticals Ltd) 5 pre-filled disposable injection (product),Intermediate insulin
3262511000001106,Insulatard NovoLet 100units/ml suspension for injection (Novo Nordisk Pharmaceuticals Ltd) (product),Intermediate insulin
3262611000001105,Insulin isophane biphasic human 25/75 100units/ml suspension for injection 5ml vials 1 vial (product),Mix insulin
3262711000001101,Insulatard NovoLet 100units/ml suspension for injection (Novo Nordisk Pharmaceuticals Ltd) 5 pre-filled disposable injection (product),Intermediate insulin
3263011000001107,Insuman Comb 25 100units/ml suspension for injection 5ml vials (Aventis Pharma) (product),Mix insulin
3263211000001102,Insuman Comb 25 100units/ml suspension for injection 5ml vials (Aventis Pharma) 1 vial (product),Mix insulin
3263411000001103,Insulin isophane biphasic human 20/80 100units/ml suspension for injection 3ml cartridges 5 cartridge (product),Mix insulin
3263511000001104,Insulin isophane human 100units/ml suspension for injection 3ml cartridges 5 cartridge (product),Intermediate insulin
3263611000001100,Humulin M2 100units/ml suspension for injection 3ml cartridges (Eli Lilly & Co Ltd) (product),Mix insulin
3263711000001109,Insulatard Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Pharmaceuticals Ltd) (product),Intermediate insulin
3263811000001101,Humulin M2 100units/ml suspension for injection 3ml cartridges (Eli Lilly & Co Ltd) 5 cartridge (product),Mix insulin
3263911000001106,Insulin isophane biphasic human 25/75 100units/ml suspension for injection 3ml cartridges 5 cartridge (product),Mix insulin
3264011000001109,Insulatard Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Pharmaceuticals Ltd) 5 cartridge (product),Intermediate insulin
3264111000001105,Insuman Comb 25 100units/ml suspension for injection 3ml cartridges (Aventis Pharma) (product),Mix insulin
3264211000001104,Humulin Isophane 100units/ml suspension for injection 3ml cartridges (Eli Lilly & Co Ltd) (product),Intermediate insulin
3264311000001107,Humulin Isophane 100units/ml suspension for injection 3ml cartridges (Eli Lilly & Co Ltd) 5 cartridge (product),Intermediate insulin
3264411000001100,Mixtard 20 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Pharmaceuticals Ltd) (product),Mix insulin
3264511000001101,Insuman Comb 25 100units/ml suspension for injection 3ml cartridges (Aventis Pharma) 5 cartridge (product),Mix insulin
3264611000001102,Insulin isophane biphasic human 10/90 100units/ml suspension for injection 3ml cartridges 5 cartridge (product),Mix insulin
3264711000001106,Mixtard 10 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Pharmaceuticals Ltd) (product),Mix insulin
3264811000001103,Mixtard 10 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Pharmaceuticals Ltd) 5 cartridge (product),Mix insulin
3264911000001108,Mixtard 20 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Pharmaceuticals Ltd) 5 cartridge (product),Mix insulin
3265011000001108,Insuman Basal 100units/ml suspension for injection 3ml cartridges (Aventis Pharma) (product),Intermediate insulin
3265211000001103,Insuman Basal 100units/ml suspension for injection 3ml cartridges (Aventis Pharma) 5 cartridge (product),Intermediate insulin
3265711000001105,Insulin isophane biphasic human 20/80 100units/ml suspension for injection 3ml pre-filled disposable devices 5 pre-filled disposable injection (product),Mix insulin
3266011000001104,Insulin isophane biphasic porcine 30/70 100units/ml suspension for injection 10ml vials 1 vial (product),Mix insulin
3266111000001103,Mixtard 20 NovoLet 100units/ml suspension for injection (Novo Nordisk Pharmaceuticals Ltd) (product),Mix insulin
3266411000001108,Mixtard 20 NovoLet 100units/ml suspension for injection (Novo Nordisk Pharmaceuticals Ltd) 5 pre-filled disposable injection (product),Mix insulin
3266811000001105,Hypurin Porcine 30/70 Mix 100units/ml suspension for injection 10ml vials (C P Pharmaceuticals Ltd),Mix insulin
3267311000001103,Hypurin Porcine 30/70 Mix 100units/ml suspension for injection 10ml vials (C P Pharmaceuticals Ltd) 1 vial,Mix insulin
3267411000001105,Insulin isophane biphasic human 20/80 100units/ml suspension for injection 1.5ml cartridges 5 cartridge (product),Mix insulin
3267811000001107,Human Mixtard 20 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Pharmaceuticals Ltd) (product),Mix insulin
3267911000001102,Pork Mixtard 30 100units/ml suspension for injection 10ml vials (Novo Nordisk Pharmaceuticals Ltd) (product),Mix insulin
3268011000001100,Human Mixtard 20 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Pharmaceuticals Ltd) 5 cartridge (product),Mix insulin
3268111000001104,Pork Mixtard 30 100units/ml suspension for injection 10ml vials (Novo Nordisk Pharmaceuticals Ltd) 1 vial (product),Mix insulin
3268211000001105,Insulin isophane biphasic human 10/90 100units/ml suspension for injection 1.5ml cartridges 5 cartridge (product),Mix insulin
3268711000001103,Human Mixtard 10 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Pharmaceuticals Ltd) (product),Mix insulin
3269011000001105,Human Mixtard 10 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Pharmaceuticals Ltd) 5 cartridge (product),Mix insulin
3269411000001101,Insulin protamine zinc bovine 100units/ml suspension for injection 10ml vials 1 vial (product),Basal insulin
3269511000001102,Insulin isophane biphasic human 10/90 100units/ml suspension for injection 3ml pre-filled disposable devices 5 pre-filled disposable injection (product),Mix insulin
3269611000001103,Insulin isophane biphasic human 15/85 100units/ml suspension for injection 3ml pre-filled disposable devices 5 pre-filled disposable injection (product),Mix insulin
3269711000001107,Mixtard 10 NovoLet 100units/ml suspension for injection (Novo Nordisk Pharmaceuticals Ltd) (product),Mix insulin
3269811000001104,Mixtard 10 NovoLet 100units/ml suspension for injection (Novo Nordisk Pharmaceuticals Ltd) 5 pre-filled disposable injection (product),Mix insulin
3269911000001109,Hypurin Bovine Protamine Zinc 100units/ml suspension for injection 10ml vials (C P Pharmaceuticals Ltd) (product),Basal insulin
3270011000001108,Insulin isophane biphasic human 50/50 100units/ml suspension for injection 10ml vials 1 vial (product),Mix insulin
3270111000001109,Hypurin Bovine Protamine Zinc 100units/ml suspension for injection 10ml vials (C P Pharmaceuticals Ltd) 1 vial (product),Basal insulin
3270211000001103,Insuman Comb 15 100units/ml suspension for injection 3ml pre-filled OptiSet pens (Sanofi),Mix insulin
3270311000001106,Insuman Comb 15 100units/ml suspension for injection 3ml pre-filled OptiSet pens (Sanofi) 5 pre-filled disposable injection,Mix insulin
3270411000001104,Insulin isophane biphasic human 30/70 100units/ml suspension for injection 3ml pre-filled disposable devices 5 pre-filled disposable injection (product),Mix insulin
3270511000001100,Mixtard 30 NovoLet 100units/ml suspension for injection (Novo Nordisk Pharmaceuticals Ltd) (product),Mix insulin
3270611000001101,Human Mixtard 50 100units/ml suspension for injection 10ml vials (Novo Nordisk Pharmaceuticals Ltd) (product),Mix insulin
3270711000001105,Mixtard 30 NovoLet 100units/ml suspension for injection (Novo Nordisk Pharmaceuticals Ltd) 5 pre-filled disposable injection (product),Mix insulin
3270811000001102,Human Mixtard 50 100units/ml suspension for injection 10ml vials (Novo Nordisk Pharmaceuticals Ltd) 1 vial (product),Mix insulin
3270911000001107,Insulin soluble bovine 100units/ml solution for injection 10ml vials 1 vial (product),NA
3271011000001104,Humulin M5 100units/ml suspension for injection 10ml vials (Eli Lilly & Co Ltd) (product),Mix insulin
3271111000001103,Insulin isophane biphasic human 40/60 100units/ml suspension for injection 3ml pre-filled disposable devices 5 pre-filled disposable injection (product),Mix insulin
3271211000001109,Humulin M5 100units/ml suspension for injection 10ml vials (Eli Lilly & Co Ltd) 1 vial (product),Mix insulin
3271311000001101,Hypurin Bovine Neutral 100units/ml solution for injection 10ml vials (C P Pharmaceuticals Ltd) (product),Bolus insulin
3271411000001108,Hypurin Bovine Neutral 100units/ml solution for injection 10ml vials (C P Pharmaceuticals Ltd) 1 vial (product),Bolus insulin
3271511000001107,Insulin isophane biphasic human 15/85 100units/ml suspension for injection 5ml vials 1 vial (product),Mix insulin
3271611000001106,Mixtard 30 InnoLet 100units/ml suspension for injection 3ml pre-filled pens (Novo Nordisk Ltd),Mix insulin
3271711000001102,Insuman Comb 15 100units/ml suspension for injection 5ml vials (Aventis Pharma) (product),Mix insulin
3271811000001105,Insulin isophane biphasic human 50/50 100units/ml suspension for injection 3ml cartridges 5 cartridge (product),Mix insulin
3271911000001100,Mixtard 30 InnoLet 100units/ml suspension for injection 3ml pre-filled pens (Novo Nordisk Ltd) 5 pre-filled disposable injection,Mix insulin
3272011000001107,Mixtard 40 NovoLet 100units/ml suspension for injection (Novo Nordisk Pharmaceuticals Ltd) (product),Mix insulin
3272111000001108,Insuman Comb 15 100units/ml suspension for injection 5ml vials (Aventis Pharma) 1 vial (product),Mix insulin
3272211000001102,Humaject M3 Pen 100units/ml suspension for injection (Eli Lilly & Co Ltd) (product),Mix insulin
3272311000001105,Mixtard 40 NovoLet 100units/ml suspension for injection (Novo Nordisk Pharmaceuticals Ltd) 5 pre-filled disposable injection (product),Mix insulin
3272411000001103,Insuman Comb 50 100units/ml suspension for injection 3ml cartridges (Aventis Pharma) (product),Mix insulin
3272511000001104,Humaject M3 Pen 100units/ml suspension for injection (Eli Lilly & Co Ltd) 5 pre-filled disposable injection (product),Mix insulin
3272611000001100,Insulin soluble bovine 100units/ml solution for injection 1.5ml cartridges 5 cartridge (product),NA
3272711000001109,Insuman Comb 50 100units/ml suspension for injection 3ml cartridges (Aventis Pharma) 5 cartridge (product),Mix insulin
3272811000001101,Mixtard 50 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Pharmaceuticals Ltd) (product),Mix insulin
3272911000001106,Mixtard 50 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Pharmaceuticals Ltd) 5 cartridge (product),Mix insulin
3273011000001103,Insulin isophane biphasic human 30/70 100units/ml suspension for injection 3ml cartridges 5 cartridge (product),Mix insulin
3273111000001102,Mixtard 30 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Pharmaceuticals Ltd) (product),Mix insulin
3273211000001108,Insulin isophane biphasic human 50/50 100units/ml suspension for injection 1.5ml cartridges 5 cartridge (product),Mix insulin
3273311000001100,Mixtard 30 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Pharmaceuticals Ltd) 5 cartridge (product),Mix insulin
3273411000001107,Human Mixtard 50 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Pharmaceuticals Ltd) (product),Mix insulin
3273511000001106,Insulin isophane biphasic human 15/85 100units/ml suspension for injection 3ml cartridges 5 cartridge (product),Mix insulin
3273611000001105,Humulin M3 100units/ml suspension for injection 3ml cartridges (Eli Lilly & Co Ltd) (product),Mix insulin
3273711000001101,Human Mixtard 50 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Pharmaceuticals Ltd) 5 cartridge (product),Mix insulin
3273811000001109,Humulin M3 100units/ml suspension for injection 3ml cartridges (Eli Lilly & Co Ltd) 5 cartridge (product),Mix insulin
3273911000001104,Insuman Comb 15 100units/ml suspension for injection 3ml cartridges (Aventis Pharma) (product),Mix insulin
3274011000001101,Hypurin Bovine Neutral 100units/ml solution for injection 1.5ml cartridges (C P Pharmaceuticals Ltd) (product),Bolus insulin
3274111000001100,Insuman Comb 15 100units/ml suspension for injection 3ml cartridges (Aventis Pharma) 5 cartridge (product),Mix insulin
3274211000001106,Insulin isophane biphasic human 50/50 100units/ml suspension for injection 5ml vials 1 vial (product),Mix insulin
3274311000001103,Hypurin Bovine Neutral 100units/ml solution for injection 1.5ml cartridges (C P Pharmaceuticals Ltd) 5 cartridge (product),Bolus insulin
3274411000001105,Insulin isophane biphasic human 40/60 100units/ml suspension for injection 3ml cartridges 5 cartridge (product),Mix insulin
3274511000001109,Insuman Comb 50 100units/ml suspension for injection 5ml vials (Aventis Pharma) (product),Mix insulin
3274611000001108,Insuman Comb 50 100units/ml suspension for injection 5ml vials (Aventis Pharma) 1 vial (product),Mix insulin
3274711000001104,Insulin isophane biphasic human 30/70 100units/ml suspension for injection 10ml vials 1 vial (product),Mix insulin
3274811000001107,Humulin M3 100units/ml suspension for injection 10ml vials (Eli Lilly & Co Ltd) (product),Mix insulin
3274911000001102,Humulin M3 100units/ml suspension for injection 10ml vials (Eli Lilly & Co Ltd) 1 vial (product),Mix insulin
3275011000001102,Mixtard 30 ge 100units/ml suspension for injection 10ml vials (Novo Nordisk Pharmaceuticals Ltd) (product),Mix insulin
3275111000001101,Mixtard 30 ge 100units/ml suspension for injection 10ml vials (Novo Nordisk Pharmaceuticals Ltd) 1 vial (product),Mix insulin
3275211000001107,Insulin isophane biphasic human 30/70 100units/ml suspension for injection 1.5ml cartridges 5 cartridge (product),Mix insulin
3275311000001104,Human Mixtard 30 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Pharmaceuticals Ltd) (product),Mix insulin
3275411000001106,Human Mixtard 30 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Pharmaceuticals Ltd) 5 cartridge (product),Mix insulin
3275611000001109,Insulin lispro biphasic 25/75 100units/ml suspension for injection 3ml cartridges 5 cartridge (product),Mix insulin
3275711000001100,Humalog Mix25 100units/ml suspension for injection 3ml cartridges (Eli Lilly & Co Ltd) (product),Bolus insulin
3275811000001108,Humalog Mix25 100units/ml suspension for injection 3ml cartridges (Eli Lilly & Co Ltd) 5 cartridge (product),Bolus insulin
3275911000001103,Insulin lispro biphasic 25/75 100units/ml suspension for injection 3ml pre-filled disposable devices 5 pre-filled disposable injection (product),Mix insulin
3276011000001106,Humalog Mix25 Pen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd),Bolus insulin
3276211000001101,Humalog Mix25 Pen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd) 5 pre-filled disposable injection,Bolus insulin
3276811000001100,Insulin lispro biphasic 50/50 100units/ml suspension for injection 3ml pre-filled disposable devices 5 pre-filled disposable injection (product),Mix insulin
3276911000001105,Humalog Mix50 Pen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd),Bolus insulin
3277011000001109,Humalog Mix50 Pen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd) 5 pre-filled disposable injection,Bolus insulin
3277111000001105,Insulin aspart biphasic 30/70 100units/ml suspension for injection 3ml pre-filled disposable devices 5 pre-filled disposable injection (product),Mix insulin
3277211000001104,NovoMix 30 FlexPen 100units/ml suspension for injection 3ml pre-filled pens (Novo Nordisk Ltd),Mix insulin
3277311000001107,NovoMix 30 FlexPen 100units/ml suspension for injection 3ml pre-filled pens (Novo Nordisk Ltd) 5 pre-filled disposable injection,Mix insulin
3277411000001100,Insulin isophane biphasic porcine 30/70 100units/ml suspension for injection 1.5ml cartridges 5 cartridge (product),Mix insulin
3277511000001101,Insulin aspart biphasic 30/70 100units/ml suspension for injection 3ml cartridges 5 cartridge (product),Mix insulin
3277711000001106,Hypurin Porcine 30/70 Mix 100units/ml suspension for injection 1.5ml cartridges (C P Pharmaceuticals Ltd) (product),Mix insulin
3277811000001103,NovoMix 30 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Pharmaceuticals Ltd) (product),Mix insulin
3277911000001108,Hypurin Porcine 30/70 Mix 100units/ml suspension for injection 1.5ml cartridges (C P Pharmaceuticals Ltd) 5 cartridge (product),Mix insulin
3278011000001105,Insulin isophane biphasic human 50/50 100units/ml suspension for injection 3ml pre-filled disposable devices 5 pre-filled disposable injection (product),Mix insulin
3278111000001106,NovoMix 30 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Pharmaceuticals Ltd) 5 cartridge (product),Mix insulin
3278211000001100,Insulin lispro 100units/ml solution for injection 3ml pre-filled disposable devices 5 pre-filled disposable injection (product),Bolus insulin
3278311000001108,Mixtard 50 NovoLet 100units/ml suspension for injection (Novo Nordisk Pharmaceuticals Ltd) (product),Mix insulin
3278411000001101,Mixtard 50 NovoLet 100units/ml suspension for injection (Novo Nordisk Pharmaceuticals Ltd) 5 pre-filled disposable injection (product),Mix insulin
3278511000001102,Humalog Pen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd),Bolus insulin
3278611000001103,Insuman Comb 50 100units/ml suspension for injection 3ml pre-filled OptiSet pens (Sanofi),Mix insulin
3278811000001104,Insulin isophane bovine 100units/ml suspension for injection 1.5ml cartridges 5 cartridge (product),Intermediate insulin
3278911000001109,Insuman Comb 50 100units/ml suspension for injection 3ml pre-filled OptiSet pens (Sanofi) 5 pre-filled disposable injection,Mix insulin
3279011000001100,Insulin aspart 100units/ml solution for injection 3ml cartridges 5 cartridge (product),Bolus insulin
3279111000001104,Humalog Pen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd) 5 pre-filled disposable injection,Bolus insulin
3279211000001105,NovoRapid Penfill 100units/ml solution for injection 3ml cartridges (Novo Nordisk Pharmaceuticals Ltd) (product),Bolus insulin
