REPO_PATH: code_lists/medications/diabetes/insulin_dmd.csv
SITE_URL: https://exeter-diabetes.github.io/sde-sw-framework/code_lists/medications/diabetes/insulin_dmd.csv/
GITHUB_URL: https://github.com/Exeter-Diabetes/sde-sw-framework/blob/dev/code_lists/medications/diabetes/insulin_dmd.csv
FILE_NAME: insulin_dmd.csv

CONTENT_START
dmd_code,term,drug_substance
4166101000001100,Insulatard FlexPen 100iu/mL prefilled pen,Intermediate insulin
4166201000001107,Insulatard FlexPen 100iu/mL prefilled pen 3mL,Intermediate insulin
4166301000001103,Insulin aspart 100units/mL prefilled pen - product,Bolus insulin
4166401000001106,NovoRapid FlexPen 100units/mL prefilled pen,Bolus insulin
4166501000001105,NovoRapid FlexPen 100units/mL prefilled pen 3mL,Bolus insulin
416742007,Insulin isophane porcine,Intermediate insulin
416978009,Insulin soluble bovine,NA
417302009,Insulin isophane biphasic porcine,Mix insulin
417423002,Insulin soluble human,NA
417535000,Insulin isophane biphasic human,Mix insulin
417625002,Insulin soluble porcine,NA
420318001,Insulin isophane bovine,Intermediate insulin
420609005,Insulin soluble human,NA
420701003,Insulin human 1mg inhalation powder blisters,NA
420837001,Insulin zinc suspension crystalline human,Basal insulin
421116002,Insulin zinc suspension mixed human,Basal insulin
421123001,Insulin zinc crystalline human,Basal insulin
421367005,Insulin isophane human,Intermediate insulin
421491002,Insulin zinc suspension mixed bovine,Basal insulin
421562003,Insulin soluble porcine,NA
421619005,Insulin soluble bovine,NA
421884008,Insulin protamine zinc bovine,Basal insulin
422174006,Insulin human 3mg inhalation powder blisters,NA
423101000001107,Human Insulatard (emp) 100iu/mL injection vial,Intermediate insulin
423301000001109,Humulin I (prb) 100iu/mL injection vial,Intermediate insulin
423601000001103,Humulin S (prb) 100iu/mL injection vial,Bolus insulin
42414211000001107,Humalog KwikPen 200units/ml solution for injection 3ml pre-filled pens (Pilsco Ltd),Bolus insulin
42414311000001104,Humalog KwikPen 200units/ml solution for injection 3ml pre-filled pens (Pilsco Ltd) 5 pre-filled disposable injection,Bolus insulin
424501000001104,Hypurin Bovine Protamine Zinc 100iu/mL injection vial,Basal insulin
42750711000001109,Humalog 100units/ml solution for injection 3ml cartridges (Pilsco Ltd) (product),Bolus insulin
42750811000001101,Humalog 100units/ml solution for injection 3ml cartridges (Pilsco Ltd) 5 cartridge (product),Bolus insulin
42777311000001108,Insulin human,NA
42886011000001101,Toujeo 300units/ml solution for injection 1.5ml pre-filled Solostar pens (Necessity Supplies Ltd),Basal insulin
42886111000001100,Toujeo 300units/ml solution for injection 1.5ml pre-filled Solostar pens (Necessity Supplies Ltd) 3 pre-filled disposable injection,Basal insulin
4330501000001105,Insulin glargine,Basal insulin
44109211000001100,Insulin mixed bovine (substance),Mix insulin
44109311000001108,Insulin zinc mixed human,Mix insulin
4466601000001108,Hypurin Bovine Neutral 100iu/mL injection cartridge 3mL,Bolus insulin
4466701000001103,Hypurin Porcine Neutral 100iu/mL injection cartridge 3mL,Bolus insulin
4466801000001107,Hypurin Bovine Isophane 100iu/mL injection cartridge 3mL,Intermediate insulin
4466901000001101,Hypurin Porcine Isophane 100iu/mL injection cartridge 3mL,Intermediate insulin
4467001000001102,Hypurin Porcine Biphasic Isophane 30/70 injection cartridge 3mL,Mix insulin
44734911000001107,NovoRapid FlexPen 100units/ml solution for injection 3ml pre-filled pens (Pilsco Ltd),Bolus insulin
44735011000001107,NovoRapid FlexPen 100units/ml solution for injection 3ml pre-filled pens (Pilsco Ltd) 5 pre-filled disposable injection (product),Bolus insulin
447401000001107,Human Velosulin (emp) 100iu/mL injection vial,Bolus insulin
44752611000001108,NovoRapid Penfill 100units/ml solution for injection 3ml cartridges (Pilsco Ltd) (product),Bolus insulin
44753111000001106,NovoRapid Penfill 100units/ml solution for injection 3ml cartridges (Pilsco Ltd) 5 cartridge (product),Bolus insulin
45151411000001103,Tresiba Penfill 100units/ml solution for injection 3ml cartridges (Pharmaram Ltd),Basal insulin
45151511000001104,Tresiba Penfill 100units/ml solution for injection 3ml cartridges (Pharmaram Ltd) 5 cartridge (product),Basal insulin
45327411000001104,Humalog KwikPen 200units/ml solution for injection 3ml pre-filled pens (Necessity Supplies Ltd),Bolus insulin
45327511000001100,Humalog KwikPen 200units/ml solution for injection 3ml pre-filled pens (Necessity Supplies Ltd) 5 pre-filled disposable injection (product),Bolus insulin
45540511000001104,Insulin soluble human 1unit/ml eye drops 1 ml (product),NA
45540611000001100,Insulin soluble human 1unit/ml eye drops (Special Order) (product),NA
45540711000001109,Insulin soluble human 1unit/ml eye drops (Special Order) 1 ml (product),NA
45541411000001107,Product containing precisely human insulin (as human regular insulin) 1 unit/1 milliliter conventional release eye drops (clinical drug),NA
492801000001101,Human insulin 100units/mL injection cartridge - product,NA
493001000001103,Humulin I (prb) 100iu/mL injection cartridge,Intermediate insulin
493301000001100,Humulin S 100iu/mL injection cartridge,Bolus insulin
505201000001102,Pur-In Isophane (emp) 100iu/mL injection vial,Intermediate insulin
5201000001101,Semitard MC (porcine) 100iu/mL injection vial,Intermediate insulin
5268311000001108,Humalog 100units/ml solution for injection 3ml cartridges (PI) (Waymade Ltd) (product),Bolus insulin
5268411000001101,Humalog 100units/ml solution for injection 3ml cartridges (PI) (Waymade Ltd) 5 cartridge (product),Bolus insulin
5268611000001103,Humalog Mix25 Pen 100units/ml suspension for injection 3ml pre-filled pens (Waymade Healthcare Plc),Bolus insulin
5268811000001104,Humalog Mix25 Pen 100units/ml suspension for injection 3ml pre-filled pens (Waymade Healthcare Plc) 5 pre-filled disposable injection,Bolus insulin
5268911000001109,Humalog Mix25 100units/ml suspension for injection 3ml cartridges (PI) (Waymade Ltd) (product),Bolus insulin
5269011000001100,Humalog Mix25 100units/ml suspension for injection 3ml cartridges (PI) (Waymade Ltd) 5 cartridge (product),Bolus insulin
5269111000001104,Humalog Mix50 Pen 100units/ml suspension for injection 3ml pre-filled pens (Waymade Healthcare Plc),Bolus insulin
5269211000001105,Humalog Mix50 Pen 100units/ml suspension for injection 3ml pre-filled pens (Waymade Healthcare Plc) 5 pre-filled disposable injection,Bolus insulin
5270511000001105,NovoRapid Penfill 100units/ml solution for injection 3ml cartridges (PI) (Waymade Ltd) (product),Bolus insulin
5270611000001109,NovoRapid Penfill 100units/ml solution for injection 3ml cartridges (PI) (Waymade Ltd) 5 cartridge (product),Bolus insulin
5270711000001100,NovoRapid Novolet 100units/ml solution for injection (PI) (Waymade Ltd) (product),Bolus insulin
5270811000001108,NovoRapid Novolet 100units/ml solution for injection (PI) (Waymade Ltd) 5 pre-filled disposable injection (product),Bolus insulin
5283711000001103,NovoMix 30 FlexPen 100units/ml suspension for injection 3ml pre-filled pens (Waymade Healthcare Plc),Mix insulin
5283911000001101,NovoMix 30 FlexPen 100units/ml suspension for injection 3ml pre-filled pens (Waymade Healthcare Plc) 5 pre-filled disposable injection,Mix insulin
5295811000001106,Humalog 100units/ml solution for injection 1.5ml cartridges (PI) (Dowelhurst Ltd) (product),Bolus insulin
5295911000001101,Humalog 100units/ml solution for injection 1.5ml cartridges (PI) (Dowelhurst Ltd) 5 cartridge (product),Bolus insulin
5296011000001109,Humalog 100units/ml solution for injection 10ml vials (PI) (Dowelhurst Ltd) (product),Bolus insulin
5296111000001105,Humalog 100units/ml solution for injection 10ml vials (PI) (Dowelhurst Ltd) 1 vial (product),Bolus insulin
562901000001104,Human insulin 100iu/mL injection vial - product,NA
563101000001109,Humulin Lente (prb) 100iu/mL injection vial,Basal insulin
564601000001102,Initard 50/50 (porcine) 100units/mL injection vial,Mix insulin
572001000001108,Human Mixtard 10 Penfill,Mix insulin
575201000001108,Pur-In Isophane (emp) 100iu/mL injection cartridge,Intermediate insulin
577401000001100,Insulin zinc suspension 100units/mL injection vial - product,Basal insulin
61101000001108,Humulin M3 30/70 (prb) 100units/mL injection vial,Mix insulin
62801000001105,Insulin zinc crystalline human suspension 100units/mL injection vial - product,Basal insulin
632601000001109,Human insulin zinc suspension 100units/mL injection vial - product,Basal insulin
632801000001108,Humulin M1 10/90 (prb) 100units/mL injection vial,Mix insulin
639801000001102,Neutral insulin 100iu/mL injection vial - product,Bolus insulin
642301000001104,Human Mixtard 20 Penfill,Mix insulin
651401000001104,Pork Actrapid 100iu/mL injection vial,Bolus insulin
702901000001104,Humulin M1 10/90 (prb) 100units/mL injection cartridge,Mix insulin
712101000001104,Human Mixtard 30 Penfill,Mix insulin
715772001,Insulin aspart + insulin degludec,Basal insulin
715773006,Parenteral form insulin aspart + insulin degludec,Basal insulin
715774000,Insulin degludec,Basal insulin
715778002,Insulin degludec + Liraglutide,Basal insulin
750301000001106,Hypurin Bovine Isophane 100iu/mL injection vial,Intermediate insulin
7589111000001105,Insulin detemir 100units/ml solution for injection 3ml pre-filled disposable devices 5 pre-filled disposable injection (product),Basal insulin
7589411000001100,Levemir FlexPen 100units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd),Basal insulin
7589511000001101,Levemir FlexPen 100units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd) 5 pre-filled disposable injection,Basal insulin
7589711000001106,Insulin detemir 100units/ml solution for injection 3ml cartridges 5 cartridge (product),Basal insulin
7589911000001108,Levemir Penfill 100units/ml solution for injection 3ml cartridges (Novo Nordisk Pharmaceuticals Ltd) (product),Basal insulin
7590011000001100,Levemir Penfill 100units/ml solution for injection 3ml cartridges (Novo Nordisk Pharmaceuticals Ltd) 5 cartridge (product),Basal insulin
7594211000001102,Insulin detemir 100 unit/ml solution for injection 3 ml pre-filled disposable injection,Basal insulin
7596111000001101,Insulin detemir (substance),Basal insulin
7597611000001106,Insulin detemir 100 unit/ml solution for injection 3 ml cartridge,Basal insulin
772801000001102,Human Monotard (pyr) 100iu/mL injection vial,Basal insulin
773101000001103,Humulin M2 20/80 (prb) 100units/mL injection vial,Mix insulin
774501000001106,Insulatard (porcine) 100iu/mL injection vial,Intermediate insulin
774898005,Insulin protamine zinc bovine,Basal insulin
774899002,Insulin soluble bovine,NA
776207001,Insulin soluble human,NA
776208006,Insulin zinc crystalline human,Basal insulin
776338003,Insulin aspart,Bolus insulin
776340008,Insulin degludec,Basal insulin
776341007,Insulin degludec + Liraglutide,Basal insulin
776342000,Insulin detemir,Basal insulin
776343005,Insulin glargine,Basal insulin
776344004,Insulin glulisine,Bolus insulin
776551009,Insulin lispro,Bolus insulin
777260009,Insulin soluble porcine,NA
782301000001104,Human Mixtard 40 Penfill,Mix insulin
783801000001100,Rapitard MC 100iu/mL injection vial,Intermediate insulin
789501000001101,Protamine zinc insulin 100units/mL injection vial - product,Basal insulin
815001000001109,Humulin M2 20/80 (prb) 100units/mL injection cartridge,Mix insulin
815998000,Insulin isophane bovine,Intermediate insulin
816005000,Insulin isophane human,Intermediate insulin
816007008,Insulin aspart biphasic,Mix insulin
816008003,Insulin lispro biphasic,Mix insulin
816017003,Insulin isophane porcine,Intermediate insulin
818601000001108,Human Mixtard 50 Penfill,Mix insulin
829401000001108,Human Actrapid (pyr) 100iu/mL injection vial,Bolus insulin
830201000001104,Mixtard 30/70 (porcine) 100units/mL injection vial,Mix insulin
833001000001104,Human Actrapid Penfill 100iu/mL injection cartridge,Bolus insulin
840201000001103,Human Insulatard 100units/mL prefilled pen,Intermediate insulin
840601000001101,Human Actrapid 100iu/mL prefilled pen,Bolus insulin
8458801000001104,Insulin detemir,Basal insulin
8458901000001105,Levemir Penfill 100iu/mL injection cartridge 3mL,Basal insulin
8459001000001100,Levemir FlexPen 100iu/mL prefilled pen 3mL,Basal insulin
8459101000001104,Insulin detemir 100iu/mL prefilled pen,Basal insulin
8459201000001106,Insulin detemir 100iu/mL injection cartridge,Basal insulin
8542701000001104,Levemir Penfill 100iu/mL injection cartridge,Basal insulin
8542801000001108,Levemir,Basal insulin
8542901000001102,Levemir FlexPen 100iu/mL prefilled pen,Basal insulin
8661001000001106,Insulin glulisine (product),Bolus insulin
8722701000001100,Humulin M3 100units/mL prefilled pen (substance),Mix insulin
8727401000001105,Apidra,Bolus insulin
8731001000001108,Lantus 100iu/mL OptiClik cartridge,Basal insulin
8736001000001100,Insulin glulisine 100iu/mL injection cartridge (product),Bolus insulin
8736101000001104,Insulin glulisine 100iu/mL injection vial (product),Bolus insulin
8736201000001106,Humulin M3 100iu/mL prefilled pen 3mL (substance),Mix insulin
8736301000001102,Lantus 100iu/mL OptiClik cartridges 3mL,Basal insulin
8786701000001109,Apidra 100iu/mL injection vial (product),Bolus insulin
8786801000001100,Apidra 100iu/mL injection cartridge (product),Bolus insulin
8787301000001108,Apidra 100iu/mL injection vials 10mL (product),Bolus insulin
8787401000001100,Apidra 100iu/mL injection cartridges 3mL (product),Bolus insulin
8792701000001106,Insulin glulisine 100iu/mL injection prefilled pen (product),Bolus insulin
8820701000001101,Apidra 100iu/mL OptiSet prefilled pen (product),Bolus insulin
8822401000001109,Apidra 100iu/mL OptiSet prefilled pen 3mL (product),Bolus insulin
8846501000001107,EXUBERA 1mg powder for inhalation,Bolus insulin
8846601000001106,EXUBERA 3mg powder for inhalation,Bolus insulin
8846701000001101,HUMAN INSULIN 1mg powder for inhalation,NA
8846801000001105,HUMAN INSULIN 3mg powder for inhalation,NA
8846901000001104,APIDRA 100iu/mL OptiClik cartridges 3mL,Bolus insulin
8848901000001100,HUMALOG MIX50 100iu/mL cartridges 3mL,Bolus insulin
8866101000001108,EXUBERA delivery system kit,Bolus insulin
8866201000001101,EXUBERA INSULIN RELEASE UNITS,Bolus insulin
8866301000001105,EXUBERA delivery system chamber,Bolus insulin
895801000001103,Insulin 100iu/mL injection 10mL,NA
896001000001100,Velosulin 100iu/mL injection 10mL,Bolus insulin
896101000001104,Human Velosulin 100iu/mL injection 10mL,Bolus insulin
896201000001106,Humulin S 100iu/mL injection 10mL,Bolus insulin
896401000001105,Humulin S 100iu/mL cartridges 1.5mL,Bolus insulin
896501000001109,Rapitard MC 100iu/mL injection 10mL,Intermediate insulin
896601000001108,Lentard MC 100iu/mL injection 10mL,Basal insulin
896701000001103,Human Monotard 100iu/mL injection 10mL,Basal insulin
896801000001107,Human Ultratard 100iu/mL injection 10mL,Basal insulin
896901000001101,Humulin Zn 100iu/mL injection 10mL,Basal insulin
897001000001102,Isophane insulin 100iu/mL injection 10mL,Intermediate insulin
897101000001101,Insulatard 100iu/mL injection 10mL,Intermediate insulin
897201000001108,Monophane 100iu/mL injection,Intermediate insulin
897301000001104,Initard 50/50 injection 10mL,Mix insulin
897401000001107,Mixtard injection 10mL,Mix insulin
897501000001106,Human Insulatard 100iu/mL injection 10mL,Intermediate insulin
897601000001105,Human Insulatard ge 100iu/mL injection 10mL,Intermediate insulin
897701000001100,Humulin I 100iu/mL injection 10mL,Intermediate insulin
897801000001109,Human Actraphane injection 10mL,Mix insulin
897901000001103,Human Mixtard injection 10mL,Mix insulin
898001000001101,Humulin M1 injection 10mL,Mix insulin
898101000001100,Humulin M2 injection 10mL,Mix insulin
898201000001107,Humulin M4 injection 10mL,Mix insulin
898301000001103,Human Insulatard Penfill 1.5mL,Intermediate insulin
898401000001106,Pur-In Isophane 100iu/mL vials 10mL,Intermediate insulin
898501000001105,Humulin I 100iu/mL cartridges 1.5mL,Intermediate insulin
898601000001109,Mixtard 30/70 injection 10mL,Mix insulin
899201000001101,Humulin M2 20/80 vials 10mL,Mix insulin
899301000001105,Humulin M3 30/70 cartridges 1.5mL,Mix insulin
899401000001102,Humulin M4 40/60 vials 10mL,Mix insulin
899501000001103,Humulin M4 40/60 cartridges 1.5mL,Mix insulin
899601000001104,Human Mixtard 30/70 injection 10mL,Mix insulin
899701000001109,Human Initard 50/50 injection 10mL,Mix insulin
899801000001100,Human Mixtard 10 Penfill 1.5mL,Mix insulin
899901000001106,Human Mixtard 40 Penfill 1.5mL,Mix insulin
9046801000001109,APIDRA 100iu/mL SoloStar prefilled pen 3mL (product),Bolus insulin
9046901000001103,LANTUS 100iu/mL SoloStar prefilled pen 3mL,Basal insulin
9047001000001104,INSULIN DETEMIR 100iu/mL prefilled syringe (product),Basal insulin
9096001000001109,LEVEMIR INNOLET 100iu/mL prefilled syringe 3mL (product),Basal insulin
9196601000001105,Actrapid (product),Bolus insulin
9196701000001100,Actrapid NovoLet (product),Bolus insulin
9196801000001109,Actrapid Penfill (product),Bolus insulin
9211101000001108,Apidra (product),Bolus insulin
9211201000001101,Apidra OptiClik (product),Bolus insulin
9211301000001105,Apidra OptiSet (product),Bolus insulin
9211401000001102,Apidra SoloStar (product),Bolus insulin
9376401000001109,Ultratard (product),Basal insulin
9381601000001109,Velosulin (product),Bolus insulin
9427401000001104,Actrapid (qualifier value),Bolus insulin
9429401000001109,Apidra (qualifier value),Bolus insulin
94371000001104,Trurapi (product),Bolus insulin
9437511000001101,Humulin M3 Pen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd),Mix insulin
9437611000001102,Humulin M3 Pen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd) 5 pre-filled disposable injection,Mix insulin
94441000001104,Abasaglar Tempo Pen (product),Basal insulin
9450001000001107,Human Mixtard 20 Penfill (product),Mix insulin
9450101000001108,Humulin I (product),Intermediate insulin
9450501000001103,Hypurin Bovine Neutral (product),Bolus insulin
9451401000001107,Insulatard NovoLet (product),Intermediate insulin
94521000001105,Humalog Tempo Pen (product),Bolus insulin
94531000001107,Lyumjev Tempo Pen,Bolus insulin
9457401000001103,Human Actrapid penfil (product),Bolus insulin
9459501000001107,Mixtard 30 Novolet (product),Mix insulin
9459601000001106,Mixtard 30 Penfill (product),Mix insulin
9459701000001101,Mixtard 50 NovoLet (product),Mix insulin
9460201000001108,Monotard (product),Basal insulin
9462301000001100,Human Mixtard 40 Penfill (product),Mix insulin
9462401000001108,Humulin Lente (product),Basal insulin
9463001000001108,Hypurin Porcine Neutral (product),Bolus insulin
9468201000001106,Human Mixtard 10 Penfill (product),Mix insulin
9470101000001105,Mixtard 50 Penfill (product),Mix insulin
9471901000001100,Humulin M2 (product),Mix insulin
9472901000001107,Insulatard Penfill (product),Intermediate insulin
9474301000001103,Lantus (product),Basal insulin
9481001000001105,Mixtard 30 Innolet (product),Mix insulin
9483001000001106,NovoMix 30 Penfill (product),Mix insulin
9483101000001107,NovoRapid PlexPen (product),Bolus insulin
9483201000001100,Humulin M5 (product),Mix insulin
9483601000001103,Hypurin Bovine Lente (product),Basal insulin
9483701000001108,Hypurin Bovine Protamine Zinc (product),Basal insulin
9483801000001104,Hypurin Porcine Isophane (product),Intermediate insulin
9484401000001103,Insulatard (product),Intermediate insulin
9484501000001104,Insuman Basal (product),Intermediate insulin
9484601000001100,Insuman Comb 25 (product),Mix insulin
9484701000001105,Insuman Comb 50 (product),Mix insulin
9489901000001108,Humalog Mix25 (product),Bolus insulin
9492701000001103,Mixtard 30 (product),Mix insulin
9492801000001107,Mixtard 40 Penfill (product),Mix insulin
9495801000001104,Insuman Rapid (product),Bolus insulin
9497401000001108,Levemir FlexPen (product),Basal insulin
9498401000001107,Exubera (product),Bolus insulin
9502101000001107,HumaJect M3 (product),Mix insulin
9502201000001100,Humalog Pen (product),Bolus insulin
9504601000001107,Mixtard 10 Novolet (product),Mix insulin
9506601000001102,NovoRapid Novolet (product),Bolus insulin
9506801000001103,Human Mixtard 50 Penfill (product),Mix insulin
9512801000001102,Humalog Mix50 (product),Bolus insulin
9512901000001108,Human Insulatard (product),Intermediate insulin
9515501000001107,Mixtard 10 Penfill (product),Mix insulin
9518101000001108,NovoRapid (product),Bolus insulin
9518301000001105,Human Mixtard 30 Penfill (product),Mix insulin
9518601000001104,Hypurin Bovine Isophane (product),Intermediate insulin
9519101000001100,Insulatard PlexPen (product),Intermediate insulin
9520901000001101,Levemir Penfill (product),Basal insulin
9527101000001103,Mixtard 20 Penfill (product),Mix insulin
9527201000001105,Mixtard 40 NovoLet (product),Mix insulin
9528211000001106,Insulin glulisine 100units/ml solution for injection 3ml cartridges 5 cartridge (product),Bolus insulin
9528311000001103,Apidra 100units/ml solution for injection 3ml cartridges (sanofi-aventis) (product),Bolus insulin
9528411000001105,Apidra 100units/ml solution for injection 3ml cartridges (sanofi-aventis) 5 cartridge (product),Bolus insulin
9528511000001109,Insulin glulisine 100units/ml solution for injection 10ml vials 1 vial (product),Bolus insulin
9528811000001107,Apidra 100units/ml solution for injection 10ml vials (sanofi-aventis) (product),Bolus insulin
9528911000001102,Apidra 100units/ml solution for injection 10ml vials (sanofi-aventis) 1 vial (product),Bolus insulin
9529901000001108,NovoMix 30 FlexPen (product),Mix insulin
9530701000001100,Humulin M3 (product),Mix insulin
9530801000001109,Humulin S (product),Bolus insulin
9530901000001103,Humulin Zn (product),Basal insulin
9532001000001103,Insulatard InnoLet (product),Intermediate insulin
9532101000001102,Insuman Comb 15 (product),Mix insulin
9532111000001100,Insulin glulisine 100 unit/ml solution for injection 3 ml cartridge,Bolus insulin
9533801000001101,Levemir Innolet (product),Basal insulin
9538601000001108,Humalog (product),Bolus insulin
9542501000001108,NovoRapid Penfill (product),Bolus insulin
9545101000001106,Mixtard (qualifier value),Mix insulin
9546401000001105,Insulatard (qualifier value),Intermediate insulin
9547301000001104,Levemir (qualifier value),Basal insulin
9549001000001107,NovoRapid (qualifier value),Bolus insulin
9550601000001109,NovoMix (qualifier value),Mix insulin
9551601000001103,Humalog (qualifier value),Bolus insulin
9583901000001103,Human Actrapid Penfill (product),Bolus insulin
9584001000001100,Mixtard 30 InnoLet (product),Mix insulin
9584101000001104,HumaJect S (product),Bolus insulin
9584801000001107,Mixtard 10 NovoLet (product),Mix insulin
9584901000001101,Mixtard 30 NovoLet (product),Mix insulin
9585001000001101,NovoRapid FlexPen (product),Bolus insulin
9585201000001107,Hypurin Porcine 30/70 Mix (product),Mix insulin
9586501000001102,Insulatard FlexPen (product),Intermediate insulin
9586601000001103,Levemir InnoLet (product),Basal insulin
9586701000001108,Humaject M3 (product),Mix insulin
9631501000001107,Pork Insulatard (product),Intermediate insulin
9631601000001106,Pork Mixtard 30 (product),Mix insulin
9635001000001101,Pork Actrapid (product),Bolus insulin
9751601000001102,Mixtard 20 NovoLet (product),Mix insulin
9751701000001107,Human Mixtard 50 (product),Mix insulin
9813711000001101,Insulin detemir (product),Basal insulin
9820711000001102,Insulin aspart biphasic (product),Mix insulin
9820811000001105,Insulin isophane biphasic human,Mix insulin
9820911000001100,Insulin isophane biphasic porcine (product),Mix insulin
9821011000001108,Insulin isophane bovine (product),Intermediate insulin
9821111000001109,Insulin isophane human (product),Intermediate insulin
9821211000001103,Insulin isophane porcine (product),Intermediate insulin
9821311000001106,Insulin lispro biphasic (product),Mix insulin
9821411000001104,Insulin soluble bovine (product),NA
9821511000001100,Insulin soluble human (product),NA
9821611000001101,Insulin soluble porcine (product),NA
9821711000001105,Insulin glulisine (product),Bolus insulin
9825811000001104,Insulin protamine zinc bovine (product),Basal insulin
9825911000001109,Insulin zinc crystalline human (product),Basal insulin
9826011000001101,Insulin mixed bovine,Mix insulin
9894201000001108,Humalog KwikPen,Bolus insulin
9894301000001104,Humalog Mix25 KwikPen,Bolus insulin
9894401000001107,Humalog Mix50 KwikPen,Bolus insulin
9916001000001103,HUMALOG MIX25 KWIKPEN 100iu/mL prefilled pen 3mL (substance),Bolus insulin
9916101000001102,HUMALOG MIX50 KWIKPEN 100iu/mL prefilled pen 3mL (substance),Bolus insulin

