REPO_PATH: code_lists/medications/blood pressure lowering/arb_dmd.csv
SITE_URL: https://exeter-diabetes.github.io/sde-sw-framework/code_lists/medications/blood pressure lowering/arb_dmd.csv/
GITHUB_URL: https://github.com/Exeter-Diabetes/sde-sw-framework/blob/dev/code_lists/medications/blood pressure lowering/arb_dmd.csv
FILE_NAME: arb_dmd.csv

CONTENT_START
dmd_code,term
18226311000001106,Cozaar 100mg tablets (Necessity Supplies Ltd) (product)
18226611000001101,Cozaar 100mg tablets (Necessity Supplies Ltd) 28 tablet (product)
245811000001102,Cozaar 100mg tablets (Organon Pharma (UK) Ltd)
1358311000001106,Cozaar 100mg tablets (Organon Pharma (UK) Ltd) 28 tablet 2 x 14 tablets
10512611000001102,Cozaar 100mg tablets (PI) (Waymade Ltd) (product)
10512711000001106,Cozaar 100mg tablets (PI) (Waymade Ltd) 28 tablet (product)
39936611000001104,Cozaar 100mg tablets (Pilsco Ltd)
39936711000001108,Cozaar 100mg tablets (Pilsco Ltd) 28 tablet
14209911000001105,Cozaar 100mg tablets (Sigma Pharmaceuticals Plc) (product)
14210011000001100,Cozaar 100mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
37404911000001103,Cozaar 12.5mg tablets (CST Pharma Ltd)
37405011000001103,Cozaar 12.5mg tablets (CST Pharma Ltd) 28 tablet
38127411000001102,Cozaar 12.5mg tablets (DE Pharmaceuticals)
38127511000001103,Cozaar 12.5mg tablets (DE Pharmaceuticals) 28 tablet
37367911000001102,Cozaar 12.5mg tablets (Mawdsley-Brooks & Company Ltd)
37368011000001100,Cozaar 12.5mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet
15138911000001101,Cozaar 12.5mg tablets (Organon Pharma (UK) Ltd)
15139111000001106,Cozaar 12.5mg tablets (Organon Pharma (UK) Ltd) 28 tablet 2 x 14 tablets
15506811000001105,Cozaar 2.5mg/ml oral suspension (Organon Pharma (UK) Ltd)
15506911000001100,Cozaar 2.5mg/ml oral suspension (Organon Pharma (UK) Ltd) 200 ml
2405501000001105,Cozaar 25mg tablet
266511000001104,Cozaar 25mg tablets (Organon Pharma (UK) Ltd)
9415211000001102,Cozaar 25mg tablets (Organon Pharma (UK) Ltd) 28 tablet 2 x 14 tablets
1358711000001105,Cozaar 25mg tablets (Organon Pharma (UK) Ltd) 7 tablet
2405601000001109,Cozaar 50mg tablet
37361911000001105,Cozaar 50mg tablets (CST Pharma Ltd)
37362011000001103,Cozaar 50mg tablets (CST Pharma Ltd) 28 tablet
13856811000001105,Cozaar 50mg tablets (Doncaster Pharmaceuticals Ltd) (product)
13856911000001100,Cozaar 50mg tablets (Doncaster Pharmaceuticals Ltd) 28 tablet (product)
13109211000001100,Cozaar 50mg tablets (Dowelhurst Ltd) 56 tablet (product)
18054611000001102,Cozaar 50mg tablets (Lexon (UK) Ltd) (product)
18054711000001106,Cozaar 50mg tablets (Lexon (UK) Ltd) 28 tablet (product)
16523311000001103,Cozaar 50mg tablets (Mawdsley-Brooks & Company Ltd) (product)
16523411000001105,Cozaar 50mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
18226711000001105,Cozaar 50mg tablets (Necessity Supplies Ltd) (product)
18226811000001102,Cozaar 50mg tablets (Necessity Supplies Ltd) 28 tablet (product)
18227011000001106,Cozaar 50mg tablets (Necessity Supplies Ltd) 30 tablet (product)
53611000001106,Cozaar 50mg tablets (Organon Pharma (UK) Ltd)
1358411000001104,Cozaar 50mg tablets (Organon Pharma (UK) Ltd) 28 tablet 2 x 14 tablets
5536911000001109,Cozaar 50mg tablets (PI) (Dowelhurst Ltd) (product)
5538011000001109,Cozaar 50mg tablets (PI) (Dowelhurst Ltd) 10 tablet (product)
5537211000001103,Cozaar 50mg tablets (PI) (Dowelhurst Ltd) 28 tablet 2 x 14 tablets (product)
5537511000001100,Cozaar 50mg tablets (PI) (Dowelhurst Ltd) 28 tablet 2 x 14 tablets (product)
5537811000001102,Cozaar 50mg tablets (PI) (Dowelhurst Ltd) 30 tablet 3 x 10 tablets (product)
5354011000001103,Cozaar 50mg tablets (PI) (Waymade Ltd) (product)
5354211000001108,Cozaar 50mg tablets (PI) (Waymade Ltd) 28 tablet 2 x 14 tablets (product)
14211111000001105,Cozaar 50mg tablets (Sigma Pharmaceuticals Plc) (product)
14211211000001104,Cozaar 50mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
3228601000001104,Cozaar Half Strength
2959801000001101,Cozaar-Comp
9248501000001102,Cozaar-Comp (product)
16523011000001101,Cozaar-Comp 100/25 tablets (Mawdsley-Brooks & Company Ltd) (product)
16523111000001100,Cozaar-Comp 100/25 tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
14210211000001105,Cozaar-Comp 100/25 tablets (Sigma Pharmaceuticals Plc) (product)
14210311000001102,Cozaar-Comp 100/25 tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
13447711000001107,Cozaar-Comp 100/25 tablets (Waymade Healthcare Plc) (product)
13447911000001109,Cozaar-Comp 100/25 tablets (Waymade Healthcare Plc) 28 tablet (product)
