REPO_PATH: code_lists/medications/blood pressure lowering/thiazide_diuretics_dmd.csv
SITE_URL: https://exeter-diabetes.github.io/sde-sw-framework/code_lists/medications/blood pressure lowering/thiazide_diuretics_dmd.csv/
GITHUB_URL: https://github.com/Exeter-Diabetes/sde-sw-framework/blob/dev/code_lists/medications/blood pressure lowering/thiazide_diuretics_dmd.csv
FILE_NAME: thiazide_diuretics_dmd.csv

CONTENT_START
dmd_code,term
11994311000001102,Chlorothiazide 750mg/5ml oral solution (Special Order) (product)
11994411000001109,Chlorothiazide 750mg/5ml oral solution (Special Order) 1 ml (product)
11994511000001108,Chlorothiazide 75mg/5ml oral suspension 1 ml (product)
11994611000001107,Chlorothiazide 75mg/5ml oral suspension (Special Order) (product)
11994711000001103,Chlorothiazide 75mg/5ml oral suspension (Special Order) 1 ml (product)
11994811000001106,Chlorothiazide 75mg/5ml oral solution 1 ml (product)
11994911000001101,Chlorothiazide 75mg/5ml oral solution (Special Order) (product)
11995011000001101,Chlorothiazide 75mg/5ml oral solution (Special Order) 1 ml (product)
11995511000001109,Chlorothiazide 85mg/5ml oral suspension 1 ml (product)
11995811000001107,Chlorothiazide 85mg/5ml oral suspension (Special Order) (product)
11995911000001102,Chlorothiazide 85mg/5ml oral suspension (Special Order) 1 ml (product)
11996011000001105,Chlorothiazide 85mg/5ml oral solution 1 ml (product)
11996111000001106,Chlorothiazide 85mg/5ml oral solution (Special Order) (product)
11996211000001100,Chlorothiazide 85mg/5ml oral solution (Special Order) 1 ml (product)
11996511000001102,Chlorothiazide 90mg/5ml oral suspension 1 ml (product)
11996711000001107,Chlorothiazide 90mg/5ml oral suspension (Special Order) (product)
11996811000001104,Chlorothiazide 90mg/5ml oral suspension (Special Order) 1 ml (product)
11997111000001109,Chlorothiazide 90mg/5ml oral solution 1 ml (product)
11997311000001106,Chlorothiazide 90mg/5ml oral solution (Special Order) (product)
11997411000001104,Chlorothiazide 90mg/5ml oral solution (Special Order) 1 ml (product)
12015311000001108,Chlorothiazide 100 mg/ml oral solution
12015511000001102,Chlorothiazide 100 mg/ml oral suspension
12015611000001103,Chlorothiazide 1 mg/ml oral solution
12015711000001107,Chlorothiazide 1 mg/ml oral suspension
12016011000001101,Chlorothiazide 1.2 mg/ml oral solution
12016111000001100,Chlorothiazide 1.2 mg/ml oral suspension
12016311000001103,Chlorothiazide 1.5 mg/ml oral solution
12016411000001105,Chlorothiazide 1.5 mg/ml oral suspension
12016611000001108,Chlorothiazide 14 mg/ml oral solution
12016711000001104,Chlorothiazide 14 mg/ml oral suspension
12016811000001107,Chlorothiazide 150 mg/ml oral solution
12016911000001102,Chlorothiazide 150 mg/ml oral suspension
12017111000001102,Chlorothiazide 15 mg/ml oral solution
12017211000001108,Chlorothiazide 15 mg/ml oral suspension
12017311000001100,Chlorothiazide 17 mg/ml oral solution
12017411000001107,Chlorothiazide 17 mg/ml oral suspension
12017611000001105,Chlorothiazide 18 mg/ml oral solution
12017711000001101,Chlorothiazide 18 mg/ml oral suspension
1207611000001104,Xipamide 20mg tablets 140 tablet (product)
12087501000001106,Cardide SR
12089001000001107,Actelsar HCT
120911000001103,Aprinox 5mg tablets (Sovereign Medical) (product)
12092101000001102,Tolucombi
12198011000001107,Coversyl Plus tablets (Waymade Healthcare Plc) (product)
12198111000001108,Coversyl Plus tablets (Waymade Healthcare Plc) 30 tablet (product)
